sample	library	run	r1_file	r2_file	reads_raw_r1	reads_raw_r2	reads_primers_fwd	reads_primers_rvs	reads_filtered_fwd	reads_filtered_rvs	reads_tabled	reads_chimera_checked	reads_tax.length_filtered
e03820-C-mifish	e03820-C-mifish	1	e03820-C-mifish_S243_L001_R1_001.fastq.gz	e03820-C-mifish_S243_L001_R2_001.fastq.gz	13988	13988	12902	12902	12894	12894	12525	12350	12350
e03821-A-mifish	e03821-A-mifish	1	e03821-A-mifish_S52_L001_R1_001.fastq.gz	e03821-A-mifish_S52_L001_R2_001.fastq.gz	251	251	231	231	231	231	226	226	226
e03821-B-mifish	e03821-B-mifish	1	e03821-B-mifish_S148_L001_R1_001.fastq.gz	e03821-B-mifish_S148_L001_R2_001.fastq.gz	1014	1014	961	961	961	961	958	958	958
e03821-C-mifish	e03821-C-mifish	1	e03821-C-mifish_S244_L001_R1_001.fastq.gz	e03821-C-mifish_S244_L001_R2_001.fastq.gz	96	96	90	90	86	86	85	85	85
e03822-A-mifish	e03822-A-mifish	1	e03822-A-mifish_S53_L001_R1_001.fastq.gz	e03822-A-mifish_S53_L001_R2_001.fastq.gz	4567	4567	3631	3631	102	102	15	15	15
e03822-B-mifish	e03822-B-mifish	1	e03822-B-mifish_S149_L001_R1_001.fastq.gz	e03822-B-mifish_S149_L001_R2_001.fastq.gz	3622	3622	3459	3459	3391	3391	1815	1815	1815
e03822-C-mifish	e03822-C-mifish	1	e03822-C-mifish_S245_L001_R1_001.fastq.gz	e03822-C-mifish_S245_L001_R2_001.fastq.gz	1055	1055	957	957	504	504	9	9	9
e03823-A-mifish	e03823-A-mifish	1	e03823-A-mifish_S54_L001_R1_001.fastq.gz	e03823-A-mifish_S54_L001_R2_001.fastq.gz	210	210	192	192	192	192	186	186	186
e03823-B-mifish	e03823-B-mifish	1	e03823-B-mifish_S150_L001_R1_001.fastq.gz	e03823-B-mifish_S150_L001_R2_001.fastq.gz	225	225	210	210	209	209	39	39	39
e03823-C-mifish	e03823-C-mifish	1	e03823-C-mifish_S246_L001_R1_001.fastq.gz	e03823-C-mifish_S246_L001_R2_001.fastq.gz	64	64	61	61	61	61	2	2	2
e03824-A-mifish	e03824-A-mifish	1	e03824-A-mifish_S55_L001_R1_001.fastq.gz	e03824-A-mifish_S55_L001_R2_001.fastq.gz	14314	14314	13446	13446	13416	13416	13121	12940	12937
e03824-B-mifish	e03824-B-mifish	1	e03824-B-mifish_S151_L001_R1_001.fastq.gz	e03824-B-mifish_S151_L001_R2_001.fastq.gz	8014	8014	7535	7535	7521	7521	7288	7208	7208
e03824-C-mifish	e03824-C-mifish	1	e03824-C-mifish_S247_L001_R1_001.fastq.gz	e03824-C-mifish_S247_L001_R2_001.fastq.gz	11302	11302	10273	10273	10258	10258	10100	9986	9986
e03825-A-mifish	e03825-A-mifish	1	e03825-A-mifish_S56_L001_R1_001.fastq.gz	e03825-A-mifish_S56_L001_R2_001.fastq.gz	10	10	8	8	8	8	2	2	2
e03825-B-mifish	e03825-B-mifish	1	e03825-B-mifish_S152_L001_R1_001.fastq.gz	e03825-B-mifish_S152_L001_R2_001.fastq.gz	6361	6361	5957	5957	5947	5947	5731	5639	5639
e03825-C-mifish	e03825-C-mifish	1	e03825-C-mifish_S248_L001_R1_001.fastq.gz	e03825-C-mifish_S248_L001_R2_001.fastq.gz	9209	9209	8318	8318	8128	8128	7887	7819	7819
e03826-A-mifish	e03826-A-mifish	1	e03826-A-mifish_S57_L001_R1_001.fastq.gz	e03826-A-mifish_S57_L001_R2_001.fastq.gz	4	4	0	0	0	0	0	0	0
e03826-B-mifish	e03826-B-mifish	1	e03826-B-mifish_S153_L001_R1_001.fastq.gz	e03826-B-mifish_S153_L001_R2_001.fastq.gz	29	29	0	0	0	0	0	0	0
e03826-C-mifish	e03826-C-mifish	1	e03826-C-mifish_S249_L001_R1_001.fastq.gz	e03826-C-mifish_S249_L001_R2_001.fastq.gz	4	4	3	3	3	3	1	1	1
e03827-A-mifish	e03827-A-mifish	1	e03827-A-mifish_S58_L001_R1_001.fastq.gz	e03827-A-mifish_S58_L001_R2_001.fastq.gz	10503	10503	9866	9866	9857	9857	9560	9526	9526
e03827-B-mifish	e03827-B-mifish	1	e03827-B-mifish_S154_L001_R1_001.fastq.gz	e03827-B-mifish_S154_L001_R2_001.fastq.gz	5585	5585	5284	5284	5274	5274	5079	5045	5045
e03827-C-mifish	e03827-C-mifish	1	e03827-C-mifish_S250_L001_R1_001.fastq.gz	e03827-C-mifish_S250_L001_R2_001.fastq.gz	7401	7401	6803	6803	6785	6785	6668	6615	6615
e03828-A-mifish	e03828-A-mifish	1	e03828-A-mifish_S59_L001_R1_001.fastq.gz	e03828-A-mifish_S59_L001_R2_001.fastq.gz	250	250	243	243	240	240	3	3	3
e03828-B-mifish	e03828-B-mifish	1	e03828-B-mifish_S155_L001_R1_001.fastq.gz	e03828-B-mifish_S155_L001_R2_001.fastq.gz	4053	4053	3861	3861	3375	3375	2913	2893	2893
e03828-C-mifish	e03828-C-mifish	1	e03828-C-mifish_S251_L001_R1_001.fastq.gz	e03828-C-mifish_S251_L001_R2_001.fastq.gz	7738	7738	7157	7157	7103	7103	6735	6735	6735
