sample	library	run	r1_file	r2_file	reads_raw_r1	reads_raw_r2	reads_primers_fwd	reads_primers_rvs	reads_filtered_fwd	reads_filtered_rvs	reads_tabled	reads_chimera_checked	reads_tax.length_filtered
e03775-C-mifish	e03775-C-mifish	1	e03775-C-mifish_S198_L001_R1_001.fastq.gz	e03775-C-mifish_S198_L001_R2_001.fastq.gz	9430	9430	8753	8753	8742	8742	8498	8435	8435
e03776-A-mifish	e03776-A-mifish	1	e03776-A-mifish_S7_L001_R1_001.fastq.gz	e03776-A-mifish_S7_L001_R2_001.fastq.gz	9	9	9	9	9	9	4	4	4
e03776-B-mifish	e03776-B-mifish	1	e03776-B-mifish_S103_L001_R1_001.fastq.gz	e03776-B-mifish_S103_L001_R2_001.fastq.gz	8658	8658	8102	8102	8093	8093	7711	7625	7625
e03776-C-mifish	e03776-C-mifish	1	e03776-C-mifish_S199_L001_R1_001.fastq.gz	e03776-C-mifish_S199_L001_R2_001.fastq.gz	13157	13157	11866	11866	11845	11845	11586	11367	11367
e03777-A-mifish	e03777-A-mifish	1	e03777-A-mifish_S8_L001_R1_001.fastq.gz	e03777-A-mifish_S8_L001_R2_001.fastq.gz	14	14	10	10	10	10	5	5	5
e03777-B-mifish	e03777-B-mifish	1	e03777-B-mifish_S104_L001_R1_001.fastq.gz	e03777-B-mifish_S104_L001_R2_001.fastq.gz	5869	5869	5504	5504	5481	5481	4879	4873	4873
e03777-C-mifish	e03777-C-mifish	1	e03777-C-mifish_S200_L001_R1_001.fastq.gz	e03777-C-mifish_S200_L001_R2_001.fastq.gz	9452	9452	8537	8537	8510	8510	6761	6740	6740
e03778-A-mifish	e03778-A-mifish	1	e03778-A-mifish_S9_L001_R1_001.fastq.gz	e03778-A-mifish_S9_L001_R2_001.fastq.gz	9842	9842	9309	9309	9176	9176	8645	8444	8444
e03778-B-mifish	e03778-B-mifish	1	e03778-B-mifish_S105_L001_R1_001.fastq.gz	e03778-B-mifish_S105_L001_R2_001.fastq.gz	6340	6340	6004	6004	5991	5991	5504	5483	5483
e03778-C-mifish	e03778-C-mifish	1	e03778-C-mifish_S201_L001_R1_001.fastq.gz	e03778-C-mifish_S201_L001_R2_001.fastq.gz	7568	7568	6938	6938	6927	6927	6619	6444	6444
e03779-A-mifish	e03779-A-mifish	1	e03779-A-mifish_S10_L001_R1_001.fastq.gz	e03779-A-mifish_S10_L001_R2_001.fastq.gz	10243	10243	9707	9707	9645	9645	9625	9625	9625
e03779-B-mifish	e03779-B-mifish	1	e03779-B-mifish_S106_L001_R1_001.fastq.gz	e03779-B-mifish_S106_L001_R2_001.fastq.gz	2148	2148	2033	2033	14	14	0	0	0
e03779-C-mifish	e03779-C-mifish	1	e03779-C-mifish_S202_L001_R1_001.fastq.gz	e03779-C-mifish_S202_L001_R2_001.fastq.gz	1713	1713	1585	1585	9	9	1	1	1
e03780-A-mifish	e03780-A-mifish	1	e03780-A-mifish_S11_L001_R1_001.fastq.gz	e03780-A-mifish_S11_L001_R2_001.fastq.gz	14227	14227	13538	13538	13512	13512	13137	12963	12963
e03780-B-mifish	e03780-B-mifish	1	e03780-B-mifish_S107_L001_R1_001.fastq.gz	e03780-B-mifish_S107_L001_R2_001.fastq.gz	7252	7252	6882	6882	6031	6031	5865	5763	5763
e03780-C-mifish	e03780-C-mifish	1	e03780-C-mifish_S203_L001_R1_001.fastq.gz	e03780-C-mifish_S203_L001_R2_001.fastq.gz	10067	10067	9258	9258	9253	9253	9021	8927	8927
e03781-A-mifish	e03781-A-mifish	1	e03781-A-mifish_S12_L001_R1_001.fastq.gz	e03781-A-mifish_S12_L001_R2_001.fastq.gz	13348	13348	12719	12719	12704	12704	12371	12259	12259
e03781-B-mifish	e03781-B-mifish	1	e03781-B-mifish_S108_L001_R1_001.fastq.gz	e03781-B-mifish_S108_L001_R2_001.fastq.gz	7454	7454	7108	7108	7082	7082	6513	6411	6411
e03781-C-mifish	e03781-C-mifish	1	e03781-C-mifish_S204_L001_R1_001.fastq.gz	e03781-C-mifish_S204_L001_R2_001.fastq.gz	10049	10049	9387	9387	9369	9369	9138	9138	9138
e03782-A-mifish	e03782-A-mifish	1	e03782-A-mifish_S13_L001_R1_001.fastq.gz	e03782-A-mifish_S13_L001_R2_001.fastq.gz	11324	11324	10808	10808	10796	10796	10480	10048	10048
e03782-B-mifish	e03782-B-mifish	1	e03782-B-mifish_S109_L001_R1_001.fastq.gz	e03782-B-mifish_S109_L001_R2_001.fastq.gz	7121	7121	6808	6808	6751	6751	4982	4982	4982
e03782-C-mifish	e03782-C-mifish	1	e03782-C-mifish_S205_L001_R1_001.fastq.gz	e03782-C-mifish_S205_L001_R2_001.fastq.gz	8937	8937	8309	8309	8279	8279	7577	7577	7577
e03783-A-mifish	e03783-A-mifish	1	e03783-A-mifish_S14_L001_R1_001.fastq.gz	e03783-A-mifish_S14_L001_R2_001.fastq.gz	10262	10262	9778	9778	7324	7324	7041	7012	7012
e03783-B-mifish	e03783-B-mifish	1	e03783-B-mifish_S110_L001_R1_001.fastq.gz	e03783-B-mifish_S110_L001_R2_001.fastq.gz	6182	6182	5838	5838	3872	3872	3558	3550	3550
e03783-C-mifish	e03783-C-mifish	1	e03783-C-mifish_S206_L001_R1_001.fastq.gz	e03783-C-mifish_S206_L001_R2_001.fastq.gz	6819	6819	6356	6356	5207	5207	5069	5053	5053
e03784-A-mifish	e03784-A-mifish	1	e03784-A-mifish_S15_L001_R1_001.fastq.gz	e03784-A-mifish_S15_L001_R2_001.fastq.gz	1063	1063	930	930	19	19	3	3	3
e03784-B-mifish	e03784-B-mifish	1	e03784-B-mifish_S111_L001_R1_001.fastq.gz	e03784-B-mifish_S111_L001_R2_001.fastq.gz	3512	3512	3255	3255	15	15	0	0	0
e03784-C-mifish	e03784-C-mifish	1	e03784-C-mifish_S207_L001_R1_001.fastq.gz	e03784-C-mifish_S207_L001_R2_001.fastq.gz	5969	5969	5351	5351	5166	5166	5034	5034	5034
e03785-A-mifish	e03785-A-mifish	1	e03785-A-mifish_S16_L001_R1_001.fastq.gz	e03785-A-mifish_S16_L001_R2_001.fastq.gz	1890	1890	1779	1779	1771	1771	1658	1658	1658
e03785-B-mifish	e03785-B-mifish	1	e03785-B-mifish_S112_L001_R1_001.fastq.gz	e03785-B-mifish_S112_L001_R2_001.fastq.gz	1911	1911	1775	1775	1755	1755	1606	1606	1606
e03785-C-mifish	e03785-C-mifish	1	e03785-C-mifish_S208_L001_R1_001.fastq.gz	e03785-C-mifish_S208_L001_R2_001.fastq.gz	1589	1589	1407	1407	1401	1401	1382	1382	1378
e03786-A-mifish	e03786-A-mifish	1	e03786-A-mifish_S17_L001_R1_001.fastq.gz	e03786-A-mifish_S17_L001_R2_001.fastq.gz	10300	10300	9679	9679	9658	9658	9055	8936	8936
e03786-B-mifish	e03786-B-mifish	1	e03786-B-mifish_S113_L001_R1_001.fastq.gz	e03786-B-mifish_S113_L001_R2_001.fastq.gz	3365	3365	3154	3154	1962	1962	1839	1832	1832
e03786-C-mifish	e03786-C-mifish	1	e03786-C-mifish_S209_L001_R1_001.fastq.gz	e03786-C-mifish_S209_L001_R2_001.fastq.gz	2036	2036	1811	1811	98	98	12	12	12
e03787-A-mifish	e03787-A-mifish	1	e03787-A-mifish_S18_L001_R1_001.fastq.gz	e03787-A-mifish_S18_L001_R2_001.fastq.gz	5930	5930	5655	5655	2371	2371	2227	2167	2167
e03787-B-mifish	e03787-B-mifish	1	e03787-B-mifish_S114_L001_R1_001.fastq.gz	e03787-B-mifish_S114_L001_R2_001.fastq.gz	3755	3755	3574	3574	2403	2403	2336	2332	2332
e03787-C-mifish	e03787-C-mifish	1	e03787-C-mifish_S210_L001_R1_001.fastq.gz	e03787-C-mifish_S210_L001_R2_001.fastq.gz	3565	3565	3296	3296	1931	1931	1857	1857	1857
e03788-A-mifish	e03788-A-mifish	1	e03788-A-mifish_S19_L001_R1_001.fastq.gz	e03788-A-mifish_S19_L001_R2_001.fastq.gz	5780	5780	5394	5394	3431	3431	3184	3184	3184
e03788-B-mifish	e03788-B-mifish	1	e03788-B-mifish_S115_L001_R1_001.fastq.gz	e03788-B-mifish_S115_L001_R2_001.fastq.gz	5150	5150	4836	4836	4790	4790	3997	3997	3997
e03788-C-mifish	e03788-C-mifish	1	e03788-C-mifish_S211_L001_R1_001.fastq.gz	e03788-C-mifish_S211_L001_R2_001.fastq.gz	8145	8145	7453	7453	7419	7419	7056	7038	7038
e03789-A-mifish	e03789-A-mifish	1	e03789-A-mifish_S20_L001_R1_001.fastq.gz	e03789-A-mifish_S20_L001_R2_001.fastq.gz	4140	4140	3919	3919	285	285	263	263	263
e03789-B-mifish	e03789-B-mifish	1	e03789-B-mifish_S116_L001_R1_001.fastq.gz	e03789-B-mifish_S116_L001_R2_001.fastq.gz	3103	3103	2933	2933	34	34	23	23	23
e03789-C-mifish	e03789-C-mifish	1	e03789-C-mifish_S212_L001_R1_001.fastq.gz	e03789-C-mifish_S212_L001_R2_001.fastq.gz	2550	2550	2357	2357	50	50	38	38	38
e03790-A-mifish	e03790-A-mifish	1	e03790-A-mifish_S21_L001_R1_001.fastq.gz	e03790-A-mifish_S21_L001_R2_001.fastq.gz	12909	12909	12249	12249	12228	12228	11733	11658	11658
e03790-B-mifish	e03790-B-mifish	1	e03790-B-mifish_S117_L001_R1_001.fastq.gz	e03790-B-mifish_S117_L001_R2_001.fastq.gz	6901	6901	6548	6548	6033	6033	5711	5600	5597
e03790-C-mifish	e03790-C-mifish	1	e03790-C-mifish_S213_L001_R1_001.fastq.gz	e03790-C-mifish_S213_L001_R2_001.fastq.gz	8740	8740	8105	8105	7690	7690	7344	7344	7344
e03791-A-mifish	e03791-A-mifish	1	e03791-A-mifish_S22_L001_R1_001.fastq.gz	e03791-A-mifish_S22_L001_R2_001.fastq.gz	5429	5429	5188	5188	4160	4160	4036	4034	4034
e03791-B-mifish	e03791-B-mifish	1	e03791-B-mifish_S118_L001_R1_001.fastq.gz	e03791-B-mifish_S118_L001_R2_001.fastq.gz	5580	5580	5327	5327	5312	5312	4837	4820	4820
e03791-C-mifish	e03791-C-mifish	1	e03791-C-mifish_S214_L001_R1_001.fastq.gz	e03791-C-mifish_S214_L001_R2_001.fastq.gz	3401	3401	3147	3147	2180	2180	2120	2112	2112
e03792-A-mifish	e03792-A-mifish	1	e03792-A-mifish_S23_L001_R1_001.fastq.gz	e03792-A-mifish_S23_L001_R2_001.fastq.gz	13277	13277	12447	12447	12242	12242	11925	11880	11880
e03792-B-mifish	e03792-B-mifish	1	e03792-B-mifish_S119_L001_R1_001.fastq.gz	e03792-B-mifish_S119_L001_R2_001.fastq.gz	4325	4325	3977	3977	561	561	518	518	518
e03792-C-mifish	e03792-C-mifish	1	e03792-C-mifish_S215_L001_R1_001.fastq.gz	e03792-C-mifish_S215_L001_R2_001.fastq.gz	7643	7643	6877	6877	5965	5965	5753	5753	5753
e03793-A-mifish	e03793-A-mifish	1	e03793-A-mifish_S24_L001_R1_001.fastq.gz	e03793-A-mifish_S24_L001_R2_001.fastq.gz	3699	3699	3422	3422	19	19	0	0	0
e03793-B-mifish	e03793-B-mifish	1	e03793-B-mifish_S120_L001_R1_001.fastq.gz	e03793-B-mifish_S120_L001_R2_001.fastq.gz	3105	3105	2695	2695	823	823	792	754	754
e03793-C-mifish	e03793-C-mifish	1	e03793-C-mifish_S216_L001_R1_001.fastq.gz	e03793-C-mifish_S216_L001_R2_001.fastq.gz	7032	7032	6370	6370	6316	6316	6297	6297	6297
e03794-A-mifish	e03794-A-mifish	1	e03794-A-mifish_S25_L001_R1_001.fastq.gz	e03794-A-mifish_S25_L001_R2_001.fastq.gz	4319	4319	4095	4095	4079	4079	3836	3739	3739
e03794-B-mifish	e03794-B-mifish	1	e03794-B-mifish_S121_L001_R1_001.fastq.gz	e03794-B-mifish_S121_L001_R2_001.fastq.gz	4322	4322	4099	4099	4064	4064	3329	3329	3329
e03794-C-mifish	e03794-C-mifish	1	e03794-C-mifish_S217_L001_R1_001.fastq.gz	e03794-C-mifish_S217_L001_R2_001.fastq.gz	5176	5176	4759	4759	4718	4718	4101	4101	4101
e03795-A-mifish	e03795-A-mifish	1	e03795-A-mifish_S26_L001_R1_001.fastq.gz	e03795-A-mifish_S26_L001_R2_001.fastq.gz	12739	12739	12146	12146	12125	12125	11989	11555	11555
e03795-B-mifish	e03795-B-mifish	1	e03795-B-mifish_S122_L001_R1_001.fastq.gz	e03795-B-mifish_S122_L001_R2_001.fastq.gz	4688	4688	4431	4431	3386	3386	3366	3232	3232
e03795-C-mifish	e03795-C-mifish	1	e03795-C-mifish_S218_L001_R1_001.fastq.gz	e03795-C-mifish_S218_L001_R2_001.fastq.gz	8545	8545	7932	7932	7870	7870	7757	7572	7572
e03796-A-mifish	e03796-A-mifish	1	e03796-A-mifish_S27_L001_R1_001.fastq.gz	e03796-A-mifish_S27_L001_R2_001.fastq.gz	777	777	740	740	729	729	344	344	344
e03796-B-mifish	e03796-B-mifish	1	e03796-B-mifish_S123_L001_R1_001.fastq.gz	e03796-B-mifish_S123_L001_R2_001.fastq.gz	4347	4347	4149	4149	4123	4123	3565	3565	3565
e03796-C-mifish	e03796-C-mifish	1	e03796-C-mifish_S219_L001_R1_001.fastq.gz	e03796-C-mifish_S219_L001_R2_001.fastq.gz	4570	4570	4228	4228	4197	4197	3659	3659	3659
e03797-A-mifish	e03797-A-mifish	1	e03797-A-mifish_S28_L001_R1_001.fastq.gz	e03797-A-mifish_S28_L001_R2_001.fastq.gz	30	30	29	29	29	29	0	0	0
e03797-B-mifish	e03797-B-mifish	1	e03797-B-mifish_S124_L001_R1_001.fastq.gz	e03797-B-mifish_S124_L001_R2_001.fastq.gz	4457	4457	4223	4223	4215	4215	3954	3954	3954
e03797-C-mifish	e03797-C-mifish	1	e03797-C-mifish_S220_L001_R1_001.fastq.gz	e03797-C-mifish_S220_L001_R2_001.fastq.gz	106	106	96	96	92	92	0	0	0
e03798-A-mifish	e03798-A-mifish	1	e03798-A-mifish_S29_L001_R1_001.fastq.gz	e03798-A-mifish_S29_L001_R2_001.fastq.gz	347	347	325	325	320	320	0	0	0
e03798-B-mifish	e03798-B-mifish	1	e03798-B-mifish_S125_L001_R1_001.fastq.gz	e03798-B-mifish_S125_L001_R2_001.fastq.gz	4173	4173	3942	3942	3933	3933	3386	3386	3386
e03798-C-mifish	e03798-C-mifish	1	e03798-C-mifish_S221_L001_R1_001.fastq.gz	e03798-C-mifish_S221_L001_R2_001.fastq.gz	5707	5707	5211	5211	5207	5207	5078	5078	5078
e03799-A-mifish	e03799-A-mifish	1	e03799-A-mifish_S30_L001_R1_001.fastq.gz	e03799-A-mifish_S30_L001_R2_001.fastq.gz	224	224	207	207	203	203	30	30	30
e03799-B-mifish	e03799-B-mifish	1	e03799-B-mifish_S126_L001_R1_001.fastq.gz	e03799-B-mifish_S126_L001_R2_001.fastq.gz	663	663	632	632	599	599	0	0	0
e03799-C-mifish	e03799-C-mifish	1	e03799-C-mifish_S222_L001_R1_001.fastq.gz	e03799-C-mifish_S222_L001_R2_001.fastq.gz	349	349	329	329	316	316	35	35	35
e03800-A-mifish	e03800-A-mifish	1	e03800-A-mifish_S31_L001_R1_001.fastq.gz	e03800-A-mifish_S31_L001_R2_001.fastq.gz	671	671	633	633	633	633	631	631	631
e03800-B-mifish	e03800-B-mifish	1	e03800-B-mifish_S127_L001_R1_001.fastq.gz	e03800-B-mifish_S127_L001_R2_001.fastq.gz	41	41	20	20	1	1	0	0	0
e03800-C-mifish	e03800-C-mifish	1	e03800-C-mifish_S223_L001_R1_001.fastq.gz	e03800-C-mifish_S223_L001_R2_001.fastq.gz	1366	1366	1210	1210	1209	1209	1205	1205	1205
e03801-A-mifish	e03801-A-mifish	1	e03801-A-mifish_S32_L001_R1_001.fastq.gz	e03801-A-mifish_S32_L001_R2_001.fastq.gz	10884	10884	10225	10225	9950	9950	9627	9573	9573
e03801-B-mifish	e03801-B-mifish	1	e03801-B-mifish_S128_L001_R1_001.fastq.gz	e03801-B-mifish_S128_L001_R2_001.fastq.gz	6059	6059	5726	5726	5704	5704	5267	5235	5235
e03801-C-mifish	e03801-C-mifish	1	e03801-C-mifish_S224_L001_R1_001.fastq.gz	e03801-C-mifish_S224_L001_R2_001.fastq.gz	3438	3438	3107	3107	1840	1840	1780	1769	1769
e03802-A-mifish	e03802-A-mifish	1	e03802-A-mifish_S33_L001_R1_001.fastq.gz	e03802-A-mifish_S33_L001_R2_001.fastq.gz	7272	7272	6912	6912	6893	6893	6759	6409	6409
e03802-B-mifish	e03802-B-mifish	1	e03802-B-mifish_S129_L001_R1_001.fastq.gz	e03802-B-mifish_S129_L001_R2_001.fastq.gz	7066	7066	6711	6711	6693	6693	6409	6406	6406
e03802-C-mifish	e03802-C-mifish	1	e03802-C-mifish_S225_L001_R1_001.fastq.gz	e03802-C-mifish_S225_L001_R2_001.fastq.gz	7600	7600	6975	6975	6967	6967	6644	6593	6593
e03803-A-mifish	e03803-A-mifish	1	e03803-A-mifish_S34_L001_R1_001.fastq.gz	e03803-A-mifish_S34_L001_R2_001.fastq.gz	10083	10083	9573	9573	9565	9565	9148	9108	9108
e03803-B-mifish	e03803-B-mifish	1	e03803-B-mifish_S130_L001_R1_001.fastq.gz	e03803-B-mifish_S130_L001_R2_001.fastq.gz	4715	4715	4474	4474	4466	4466	4102	4102	4102
e03803-C-mifish	e03803-C-mifish	1	e03803-C-mifish_S226_L001_R1_001.fastq.gz	e03803-C-mifish_S226_L001_R2_001.fastq.gz	6275	6275	5804	5804	5802	5802	5669	5642	5642
e03804-A-mifish	e03804-A-mifish	1	e03804-A-mifish_S35_L001_R1_001.fastq.gz	e03804-A-mifish_S35_L001_R2_001.fastq.gz	4	4	4	4	2	2	0	0	0
e03804-B-mifish	e03804-B-mifish	1	e03804-B-mifish_S131_L001_R1_001.fastq.gz	e03804-B-mifish_S131_L001_R2_001.fastq.gz	6908	6908	6542	6542	6520	6520	5479	5458	5458
e03804-C-mifish	e03804-C-mifish	1	e03804-C-mifish_S227_L001_R1_001.fastq.gz	e03804-C-mifish_S227_L001_R2_001.fastq.gz	9598	9598	8807	8807	8800	8800	8305	8296	8296
e03805-A-mifish	e03805-A-mifish	1	e03805-A-mifish_S36_L001_R1_001.fastq.gz	e03805-A-mifish_S36_L001_R2_001.fastq.gz	21	21	17	17	17	17	17	17	17
e03805-B-mifish	e03805-B-mifish	1	e03805-B-mifish_S132_L001_R1_001.fastq.gz	e03805-B-mifish_S132_L001_R2_001.fastq.gz	9	9	0	0	0	0	0	0	0
e03805-C-mifish	e03805-C-mifish	1	e03805-C-mifish_S228_L001_R1_001.fastq.gz	e03805-C-mifish_S228_L001_R2_001.fastq.gz	3	3	1	1	1	1	0	0	0
e03806-A-mifish	e03806-A-mifish	1	e03806-A-mifish_S37_L001_R1_001.fastq.gz	e03806-A-mifish_S37_L001_R2_001.fastq.gz	10040	10040	9558	9558	9482	9482	9108	9108	9108
e03806-B-mifish	e03806-B-mifish	1	e03806-B-mifish_S133_L001_R1_001.fastq.gz	e03806-B-mifish_S133_L001_R2_001.fastq.gz	7691	7691	7313	7313	7266	7266	5538	5538	5538
e03806-C-mifish	e03806-C-mifish	1	e03806-C-mifish_S229_L001_R1_001.fastq.gz	e03806-C-mifish_S229_L001_R2_001.fastq.gz	12966	12966	11993	11993	11981	11981	11635	11581	11581
e03807-A-mifish	e03807-A-mifish	1	e03807-A-mifish_S38_L001_R1_001.fastq.gz	e03807-A-mifish_S38_L001_R2_001.fastq.gz	15628	15628	14869	14869	14860	14860	14577	14312	14312
e03807-B-mifish	e03807-B-mifish	1	e03807-B-mifish_S134_L001_R1_001.fastq.gz	e03807-B-mifish_S134_L001_R2_001.fastq.gz	7957	7957	7582	7582	7542	7542	6656	6643	6643
e03807-C-mifish	e03807-C-mifish	1	e03807-C-mifish_S230_L001_R1_001.fastq.gz	e03807-C-mifish_S230_L001_R2_001.fastq.gz	10270	10270	9517	9517	9504	9504	9189	9135	9135
e03808-A-mifish	e03808-A-mifish	1	e03808-A-mifish_S39_L001_R1_001.fastq.gz	e03808-A-mifish_S39_L001_R2_001.fastq.gz	674	674	613	613	533	533	240	240	240
e03808-B-mifish	e03808-B-mifish	1	e03808-B-mifish_S135_L001_R1_001.fastq.gz	e03808-B-mifish_S135_L001_R2_001.fastq.gz	6671	6671	6243	6243	6204	6204	4896	4896	4896
e03808-C-mifish	e03808-C-mifish	1	e03808-C-mifish_S231_L001_R1_001.fastq.gz	e03808-C-mifish_S231_L001_R2_001.fastq.gz	10677	10677	9598	9598	9590	9590	9402	9344	9344
e03809-A-mifish	e03809-A-mifish	1	e03809-A-mifish_S40_L001_R1_001.fastq.gz	e03809-A-mifish_S40_L001_R2_001.fastq.gz	11661	11661	10822	10822	10803	10803	10270	10244	10244
e03809-B-mifish	e03809-B-mifish	1	e03809-B-mifish_S136_L001_R1_001.fastq.gz	e03809-B-mifish_S136_L001_R2_001.fastq.gz	5605	5605	5219	5219	4635	4635	4247	4247	4247
e03809-C-mifish	e03809-C-mifish	1	e03809-C-mifish_S232_L001_R1_001.fastq.gz	e03809-C-mifish_S232_L001_R2_001.fastq.gz	7030	7030	6311	6311	5741	5741	5567	5525	5525
e03810-A-mifish	e03810-A-mifish	1	e03810-A-mifish_S41_L001_R1_001.fastq.gz	e03810-A-mifish_S41_L001_R2_001.fastq.gz	20	20	18	18	16	16	14	14	14
e03810-B-mifish	e03810-B-mifish	1	e03810-B-mifish_S137_L001_R1_001.fastq.gz	e03810-B-mifish_S137_L001_R2_001.fastq.gz	780	780	737	737	503	503	497	497	497
e03810-C-mifish	e03810-C-mifish	1	e03810-C-mifish_S233_L001_R1_001.fastq.gz	e03810-C-mifish_S233_L001_R2_001.fastq.gz	294	294	261	261	250	250	246	246	246
e03811-A-mifish	e03811-A-mifish	1	e03811-A-mifish_S42_L001_R1_001.fastq.gz	e03811-A-mifish_S42_L001_R2_001.fastq.gz	11652	11652	11081	11081	11074	11074	11007	11007	11007
e03811-B-mifish	e03811-B-mifish	1	e03811-B-mifish_S138_L001_R1_001.fastq.gz	e03811-B-mifish_S138_L001_R2_001.fastq.gz	6832	6832	6484	6484	6476	6476	6433	6347	6347
e03811-C-mifish	e03811-C-mifish	1	e03811-C-mifish_S234_L001_R1_001.fastq.gz	e03811-C-mifish_S234_L001_R2_001.fastq.gz	6887	6887	6381	6381	6211	6211	6158	6137	6137
e03812-A-mifish	e03812-A-mifish	1	e03812-A-mifish_S43_L001_R1_001.fastq.gz	e03812-A-mifish_S43_L001_R2_001.fastq.gz	14268	14268	13524	13524	13498	13498	13382	13360	13360
e03812-B-mifish	e03812-B-mifish	1	e03812-B-mifish_S139_L001_R1_001.fastq.gz	e03812-B-mifish_S139_L001_R2_001.fastq.gz	8012	8012	7617	7617	7606	7606	7500	7492	7492
e03812-C-mifish	e03812-C-mifish	1	e03812-C-mifish_S235_L001_R1_001.fastq.gz	e03812-C-mifish_S235_L001_R2_001.fastq.gz	10034	10034	9263	9263	9248	9248	9188	9187	9187
e03813-A-mifish	e03813-A-mifish	1	e03813-A-mifish_S44_L001_R1_001.fastq.gz	e03813-A-mifish_S44_L001_R2_001.fastq.gz	13103	13103	12414	12414	12401	12401	12269	12083	12083
e03813-B-mifish	e03813-B-mifish	1	e03813-B-mifish_S140_L001_R1_001.fastq.gz	e03813-B-mifish_S140_L001_R2_001.fastq.gz	4515	4515	4299	4299	3355	3355	3317	3301	3301
e03813-C-mifish	e03813-C-mifish	1	e03813-C-mifish_S236_L001_R1_001.fastq.gz	e03813-C-mifish_S236_L001_R2_001.fastq.gz	9092	9092	8417	8417	8412	8412	8283	8211	8211
e03814-A-mifish	e03814-A-mifish	1	e03814-A-mifish_S45_L001_R1_001.fastq.gz	e03814-A-mifish_S45_L001_R2_001.fastq.gz	435	435	414	414	412	412	410	410	410
e03814-B-mifish	e03814-B-mifish	1	e03814-B-mifish_S141_L001_R1_001.fastq.gz	e03814-B-mifish_S141_L001_R2_001.fastq.gz	511	511	483	483	483	483	483	483	483
e03814-C-mifish	e03814-C-mifish	1	e03814-C-mifish_S237_L001_R1_001.fastq.gz	e03814-C-mifish_S237_L001_R2_001.fastq.gz	652	652	612	612	612	612	609	609	609
e03815-A-mifish	e03815-A-mifish	1	e03815-A-mifish_S46_L001_R1_001.fastq.gz	e03815-A-mifish_S46_L001_R2_001.fastq.gz	3177	3177	2984	2984	24	24	0	0	0
e03815-B-mifish	e03815-B-mifish	1	e03815-B-mifish_S142_L001_R1_001.fastq.gz	e03815-B-mifish_S142_L001_R2_001.fastq.gz	299	299	284	284	238	238	153	153	153
e03815-C-mifish	e03815-C-mifish	1	e03815-C-mifish_S238_L001_R1_001.fastq.gz	e03815-C-mifish_S238_L001_R2_001.fastq.gz	23	23	21	21	19	19	0	0	0
e03816-A-mifish	e03816-A-mifish	1	e03816-A-mifish_S47_L001_R1_001.fastq.gz	e03816-A-mifish_S47_L001_R2_001.fastq.gz	3977	3977	3732	3732	3722	3722	3678	3678	3678
e03816-B-mifish	e03816-B-mifish	1	e03816-B-mifish_S143_L001_R1_001.fastq.gz	e03816-B-mifish_S143_L001_R2_001.fastq.gz	217	217	195	195	193	193	0	0	0
e03816-C-mifish	e03816-C-mifish	1	e03816-C-mifish_S239_L001_R1_001.fastq.gz	e03816-C-mifish_S239_L001_R2_001.fastq.gz	7309	7309	6579	6579	6569	6569	6302	6302	6302
e03817-A-mifish	e03817-A-mifish	1	e03817-A-mifish_S48_L001_R1_001.fastq.gz	e03817-A-mifish_S48_L001_R2_001.fastq.gz	0	0	0	0	0	0	0	0	0
e03817-B-mifish	e03817-B-mifish	1	e03817-B-mifish_S144_L001_R1_001.fastq.gz	e03817-B-mifish_S144_L001_R2_001.fastq.gz	669	669	622	622	12	12	12	12	12
e03817-C-mifish	e03817-C-mifish	1	e03817-C-mifish_S240_L001_R1_001.fastq.gz	e03817-C-mifish_S240_L001_R2_001.fastq.gz	1227	1227	1110	1110	597	597	596	596	596
e03818-A-mifish	e03818-A-mifish	1	e03818-A-mifish_S49_L001_R1_001.fastq.gz	e03818-A-mifish_S49_L001_R2_001.fastq.gz	5	5	4	4	4	4	3	3	3
e03818-B-mifish	e03818-B-mifish	1	e03818-B-mifish_S145_L001_R1_001.fastq.gz	e03818-B-mifish_S145_L001_R2_001.fastq.gz	7434	7434	6994	6994	6942	6942	6676	6669	6669
e03818-C-mifish	e03818-C-mifish	1	e03818-C-mifish_S241_L001_R1_001.fastq.gz	e03818-C-mifish_S241_L001_R2_001.fastq.gz	3933	3933	3579	3579	2660	2660	2618	2618	2618
e03819-A-mifish	e03819-A-mifish	1	e03819-A-mifish_S50_L001_R1_001.fastq.gz	e03819-A-mifish_S50_L001_R2_001.fastq.gz	7391	7391	7041	7041	6071	6071	6036	6036	6036
e03819-B-mifish	e03819-B-mifish	1	e03819-B-mifish_S146_L001_R1_001.fastq.gz	e03819-B-mifish_S146_L001_R2_001.fastq.gz	7188	7188	6826	6826	6815	6815	6687	6681	6681
e03819-C-mifish	e03819-C-mifish	1	e03819-C-mifish_S242_L001_R1_001.fastq.gz	e03819-C-mifish_S242_L001_R2_001.fastq.gz	9274	9274	8596	8596	8586	8586	8284	8204	8204
e03820-A-mifish	e03820-A-mifish	1	e03820-A-mifish_S51_L001_R1_001.fastq.gz	e03820-A-mifish_S51_L001_R2_001.fastq.gz	11909	11909	11252	11252	11222	11222	10503	10461	10461
e03820-B-mifish	e03820-B-mifish	1	e03820-B-mifish_S147_L001_R1_001.fastq.gz	e03820-B-mifish_S147_L001_R2_001.fastq.gz	9816	9816	9295	9295	9259	9259	8495	8430	8430
