sample	library	run	r1_file	r2_file	reads_raw_r1	reads_raw_r2	reads_primers_fwd	reads_primers_rvs	reads_filtered_fwd	reads_filtered_rvs	reads_tabled	reads_chimera_checked	reads_tax.length_filtered
e03856-B-rkfish	e03856-B-rkfish	1	e03856-B-rkfish_S471_L001_R1_001.fastq.gz	e03856-B-rkfish_S471_L001_R2_001.fastq.gz	39010	39010	38015	38015	37983	37983	32662	32650	32650
e03856-C-rkfish	e03856-C-rkfish	1	e03856-C-rkfish_S567_L001_R1_001.fastq.gz	e03856-C-rkfish_S567_L001_R2_001.fastq.gz	66873	66873	65361	65361	65223	65223	59541	59541	59541
e03857-A-rkfish	e03857-A-rkfish	1	e03857-A-rkfish_S376_L001_R1_001.fastq.gz	e03857-A-rkfish_S376_L001_R2_001.fastq.gz	6911	6911	6728	6728	5911	5911	866	866	866
e03857-B-rkfish	e03857-B-rkfish	1	e03857-B-rkfish_S472_L001_R1_001.fastq.gz	e03857-B-rkfish_S472_L001_R2_001.fastq.gz	5711	5711	5347	5347	4522	4522	820	820	820
e03857-C-rkfish	e03857-C-rkfish	1	e03857-C-rkfish_S568_L001_R1_001.fastq.gz	e03857-C-rkfish_S568_L001_R2_001.fastq.gz	3946	3946	3780	3780	2756	2756	8	8	8
e03858-A-rkfish	e03858-A-rkfish	1	e03858-A-rkfish_S377_L001_R1_001.fastq.gz	e03858-A-rkfish_S377_L001_R2_001.fastq.gz	4436	4436	4277	4277	944	944	148	148	148
e03858-B-rkfish	e03858-B-rkfish	1	e03858-B-rkfish_S473_L001_R1_001.fastq.gz	e03858-B-rkfish_S473_L001_R2_001.fastq.gz	5172	5172	4901	4901	1726	1726	980	980	980
e03858-C-rkfish	e03858-C-rkfish	1	e03858-C-rkfish_S569_L001_R1_001.fastq.gz	e03858-C-rkfish_S569_L001_R2_001.fastq.gz	4000	4000	3891	3891	786	786	0	0	0
NTC-1-A-rkfish	NTC-1-A-rkfish	1	NTC-1-A-rkfish_S379_L001_R1_001.fastq.gz	NTC-1-A-rkfish_S379_L001_R2_001.fastq.gz	10474	10474	10235	10235	8869	8869	414	414	414
NTC-1-B-rkfish	NTC-1-B-rkfish	1	NTC-1-B-rkfish_S475_L001_R1_001.fastq.gz	NTC-1-B-rkfish_S475_L001_R2_001.fastq.gz	8024	8024	7683	7683	6047	6047	436	436	436
NTC-1-C-rkfish	NTC-1-C-rkfish	1	NTC-1-C-rkfish_S571_L001_R1_001.fastq.gz	NTC-1-C-rkfish_S571_L001_R2_001.fastq.gz	7840	7840	7639	7639	6925	6925	0	0	0
NTC-2-A-rkfish	NTC-2-A-rkfish	1	NTC-2-A-rkfish_S380_L001_R1_001.fastq.gz	NTC-2-A-rkfish_S380_L001_R2_001.fastq.gz	8725	8725	8499	8499	7055	7055	0	0	0
NTC-2-B-rkfish	NTC-2-B-rkfish	1	NTC-2-B-rkfish_S476_L001_R1_001.fastq.gz	NTC-2-B-rkfish_S476_L001_R2_001.fastq.gz	6679	6679	6353	6353	5340	5340	140	140	140
NTC-2-C-rkfish	NTC-2-C-rkfish	1	NTC-2-C-rkfish_S572_L001_R1_001.fastq.gz	NTC-2-C-rkfish_S572_L001_R2_001.fastq.gz	6806	6806	6677	6677	6325	6325	45	45	45
NTC-3-A-rkfish	NTC-3-A-rkfish	1	NTC-3-A-rkfish_S381_L001_R1_001.fastq.gz	NTC-3-A-rkfish_S381_L001_R2_001.fastq.gz	5567	5567	5217	5217	3371	3371	109	109	109
NTC-3-B-rkfish	NTC-3-B-rkfish	1	NTC-3-B-rkfish_S477_L001_R1_001.fastq.gz	NTC-3-B-rkfish_S477_L001_R2_001.fastq.gz	4707	4707	4509	4509	2918	2918	330	330	330
NTC-3-C-rkfish	NTC-3-C-rkfish	1	NTC-3-C-rkfish_S573_L001_R1_001.fastq.gz	NTC-3-C-rkfish_S573_L001_R2_001.fastq.gz	4568	4568	4463	4463	3187	3187	127	127	127
NTC-4-A-rkfish	NTC-4-A-rkfish	1	NTC-4-A-rkfish_S382_L001_R1_001.fastq.gz	NTC-4-A-rkfish_S382_L001_R2_001.fastq.gz	10015	10015	9791	9791	8256	8256	124	124	124
NTC-4-B-rkfish	NTC-4-B-rkfish	1	NTC-4-B-rkfish_S478_L001_R1_001.fastq.gz	NTC-4-B-rkfish_S478_L001_R2_001.fastq.gz	9516	9516	8909	8909	5512	5512	325	325	325
NTC-4-C-rkfish	NTC-4-C-rkfish	1	NTC-4-C-rkfish_S574_L001_R1_001.fastq.gz	NTC-4-C-rkfish_S574_L001_R2_001.fastq.gz	10387	10387	10082	10082	8245	8245	501	501	501
NTC-5-A-rkfish	NTC-5-A-rkfish	1	NTC-5-A-rkfish_S383_L001_R1_001.fastq.gz	NTC-5-A-rkfish_S383_L001_R2_001.fastq.gz	4146	4146	3992	3992	3533	3533	0	0	0
NTC-5-B-rkfish	NTC-5-B-rkfish	1	NTC-5-B-rkfish_S479_L001_R1_001.fastq.gz	NTC-5-B-rkfish_S479_L001_R2_001.fastq.gz	4100	4100	3836	3836	2829	2829	218	218	218
NTC-5-C-rkfish	NTC-5-C-rkfish	1	NTC-5-C-rkfish_S575_L001_R1_001.fastq.gz	NTC-5-C-rkfish_S575_L001_R2_001.fastq.gz	3629	3629	3472	3472	3094	3094	0	0	0
NTC-6-A-rkfish	NTC-6-A-rkfish	1	NTC-6-A-rkfish_S384_L001_R1_001.fastq.gz	NTC-6-A-rkfish_S384_L001_R2_001.fastq.gz	10686	10686	10478	10478	10175	10175	95	95	95
NTC-6-B-rkfish	NTC-6-B-rkfish	1	NTC-6-B-rkfish_S480_L001_R1_001.fastq.gz	NTC-6-B-rkfish_S480_L001_R2_001.fastq.gz	7933	7933	7616	7616	6622	6622	236	236	236
NTC-6-C-rkfish	NTC-6-C-rkfish	1	NTC-6-C-rkfish_S576_L001_R1_001.fastq.gz	NTC-6-C-rkfish_S576_L001_R2_001.fastq.gz	5257	5257	5134	5134	4957	4957	0	0	0
